player,card_kind,card_name,flavor_name,set_code,collector_number,uuid,rarity,published_image,picture_url,sha256,dimensions
Will,official,Apex Altisaur,,WLX,017,2d3b8ce8-64d6-51f4-8b58-89423368101f,special,images/WLX/017-5dd8b5cd0566.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/017-5dd8b5cd0566.jpg,5dd8b5cd05662f9f9c36ad9ced1e42bdb5e92000499e61eec22e923060a01459,2976x4152
Will,official,Archfiend of Despair,,WLX,018,b1bb9fd4-1b93-53a0-ac4b-69adff6e4ec2,special,images/WLX/018-518bd79351f4.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/018-518bd79351f4.jpg,518bd79351f40cf4a574e98949f49ebac1025220a559e3f05c6eb74de021244e,2976x4152
Will,official,Aura Shards,,WLX,019,5b3ae90a-7589-5031-873b-9cbb0050bf0e,special,images/WLX/019-8db38160562c.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/019-8db38160562c.jpg,8db38160562c90562772edd7b155e28ef79f56424180ac9427e857f1970c8363,2976x4152
Will,official,Avatar's Wrath,,WLX,020,5d7c2ba4-4cdf-58c5-874f-b1127413b18b,special,images/WLX/020-b43531754885.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/020-b43531754885.jpg,b43531754885953c1fd3c0733b115d782b731f404fcdce60077b518d422f2983,2976x4152
Will,official,Avenger of Zendikar,,WLX,021,ec271222-ee5e-5f8b-ba3b-78fe0d06de0e,special,images/WLX/021-2014292c1c2b.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/021-2014292c1c2b.jpg,2014292c1c2b144905732d661690a35fa54778085df5eecbe7c5d3ca3af16d83,2976x4152
Will,official,Barbflare Gremlin,,WLX,022,6ff1130e-f69f-538c-9976-7f8247ecb1af,special,images/WLX/022-2eaf099372b7.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/022-2eaf099372b7.jpg,2eaf099372b7594548d2d4a1c4fa1d3aab0bab52f0bed6dd1796cbef5abd4a5f,2976x4152
Will,official,Bastion of Remembrance,,WLX,023,a0e73ad7-e7c0-598a-8677-ef4ff46ffaa8,special,images/WLX/023-fd4306e07014.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/023-fd4306e07014.jpg,fd4306e07014f1ea81e3dc55a3f62dd0cd40ada71f5ed003dff3eb73a629b634,2976x4152
Will,official,Blood Pact,,WLX,024,b642868e-32a6-546c-bb30-fff43280e472,special,images/WLX/024-8917eada14db.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/024-8917eada14db.jpg,8917eada14db954ef72a2ba6941555c9f8c47180c3cc158402583f0e1b7d2e33,2976x4152
Will,official,Bog Witch,,WLX,025,fc7c0b6b-1d88-5359-a419-8068b8b92800,special,images/WLX/025-ddd0fa5bb35d.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/025-ddd0fa5bb35d.jpg,ddd0fa5bb35dc913b58ca87c867647c247d430f0ee9becf8ea715f56a9b152dd,2976x4152
Will,official,Bone Shards,,WLX,026,753c5f8c-3744-52fa-a3f5-307905377eb4,special,images/WLX/026-744383d143e1.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/026-744383d143e1.jpg,744383d143e1bed184374a0f8081d0c6c6f9c689bf8802ce76a2acf660b00b6a,2976x4152
Will,official,Bonehoard Dracosaur,,WLX,027,66e2a218-bb70-5306-8970-7ed1dd74feeb,special,images/WLX/027-758f54bee465.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/027-758f54bee465.jpg,758f54bee4659ba39e471b600beef4ef8b7a3d66a6192348a03b9b66e45294d8,2976x4152
Will,official,Brighthearth Banneret,,WLX,028,46dc17a2-6135-5019-9666-4d6336f1fff1,special,images/WLX/028-9b6a9e07ad28.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/028-9b6a9e07ad28.jpg,9b6a9e07ad2887a748b9f9c477dff4f7bca5076b5ce53d01ea9bea779cd4ea57,2976x4152
Will,official,Cavalier of Gales,,WLX,029,76eb831f-abdd-5c4b-9cde-3ffe09f67775,special,images/WLX/029-7dc032e5cb93.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/029-7dc032e5cb93.jpg,7dc032e5cb93210722bbc2b867f92b68f05da388a041bdd5b79710425643bf52,2976x4152
Will,official,Cavalier of Thorns,,WLX,030,451ac372-ef90-5c39-ab1e-b2ff03fb5fc1,special,images/WLX/030-00b724a80518.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/030-00b724a80518.jpg,00b724a805180800a11eaffeb8538225cb81e58b4c9372ef0b52898dc4cb2223,2976x4152
Will,official,Champion of the Path,,WLX,031,0335069f-1e3e-5841-95e3-91f82cbc2d24,special,images/WLX/031-8b4d89e3ec7d.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/031-8b4d89e3ec7d.jpg,8b4d89e3ec7dd15a67e43b885301a4d3c9969cfe9116b80b48a8e9f800370462,2976x4152
Will,official,Chaos Warp,,WLX,032,b95e58ad-77c6-5081-8769-051f99ccdcdb,special,images/WLX/032-7dde838adb68.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/032-7dde838adb68.jpg,7dde838adb68863f27028bad8dd3b07a788ff7e751cd89dbbec5d4251bb1f80a,2976x4152
Will,official,Codex Shredder,,WLX,033,000a7fbe-f6f0-5c67-9691-b09ac86b7ab2,special,images/WLX/033-05f29405744f.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/033-05f29405744f.jpg,05f29405744ffdb6232a870d318352650e8e4035f759bccca9c802f13c63d6f4,2976x4152
Will,official,Colossus of Akros,,WLX,034,2017aa0c-a126-5e0a-9d59-171556e45c25,special,images/WLX/034-e1fe9828804f.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/034-e1fe9828804f.jpg,e1fe9828804fb06109af2f5b1781849a9c4e8b5534857f89ff3cbf7fd6954773,2976x4152
Will,official,Corpses of the Lost,,WLX,035,2ab69787-322a-5f00-a975-7586abae86dd,special,images/WLX/035-d790e7928b18.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/035-d790e7928b18.jpg,d790e7928b1849a6fe14aea971730918762ec3024d5051c20a6f3a0ee6b05112,2976x4152
Will,official,Cream of the Crop,,WLX,036,b655d0c8-8752-5e69-9f86-8d9cdcb9e7e9,special,images/WLX/036-4c8799db28c5.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/036-4c8799db28c5.jpg,4c8799db28c5462d4205213f3c44081c2c5d2334a3d25ba08e21c507638507d0,2976x4152
Will,official,Disciple of Bolas,,WLX,037,4d772581-260c-5b6f-8f6e-d8210fbfda7e,special,images/WLX/037-76b9bb06773c.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/037-76b9bb06773c.jpg,76b9bb06773ccff461bdbb9a2e3977d1e779025f64a0ba2a3860f48f2628770b,2976x4152
Will,official,"Doc Aurlock, Grizzled Genius",,WLX,038,978b4871-2f10-5d95-acee-98eec41b8980,special,images/WLX/038-91ea48380f8b.png,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/038-91ea48380f8b.png,91ea48380f8bf81500422959fb245dc7d34d5f3b25e577d347b79ef04b29698b,2976x4152
Will,official,Eerie Interlude,,WLX,039,7f148816-bf2a-5e6c-86e6-e00b4a6bba7e,special,images/WLX/039-c78ab93ba3da.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/039-c78ab93ba3da.jpg,c78ab93ba3daed0d1c9541b56f2a8fd9859744ee99b0e97847885cd481fcd364,2976x4152
Will,official,Eladamri's Call,,WLX,040,bc297dc0-1071-51dc-8212-3df2a776ee32,special,images/WLX/040-7e0e63f10a14.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/040-7e0e63f10a14.jpg,7e0e63f10a14b878c7967fde6bcaff23c4338c7e9b5230b3aad84ce703224eff,2976x4152
Will,official,Elemental Bond,,WLX,041,ea387e1c-9582-58f2-a700-b4622437107b,special,images/WLX/041-b004bce278f8.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/041-b004bce278f8.jpg,b004bce278f8884b3e0d024713f7dc0ca8e4536d34adecd6a7ca5892dc0b5a6d,2976x4152
Will,official,Esper Sentinel,,WLX,042,092c2575-f71d-5c32-ba19-c1de6a9c855f,special,images/WLX/042-7cca084fe097.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/042-7cca084fe097.jpg,7cca084fe097abc346d26ccd6770dd4f8eec5f92239b7ee0e3ac8d25c2e144c8,2976x4152
Will,official,Everybody Lives!,,WLX,043,6677cab8-a8e9-5681-8cf8-661871813610,special,images/WLX/043-082b5068d645.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/043-082b5068d645.jpg,082b5068d645ba57ad132fa31ebfe00fb88297b27ad7c9cfd79c7a996ae7d175,2976x4152
Will,official,Faeburrow Elder,,WLX,044,14f7f6f3-5a7a-5299-9401-91351aab55f5,special,images/WLX/044-e25da7f3d5bd.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/044-e25da7f3d5bd.jpg,e25da7f3d5bda86a33634defc30ddec6ae36164f2bebce5aa3089dddc80f6e4d,2976x4152
Will,official,Fanatic of Rhonas,,WLX,045,1701259c-f284-549b-82be-28173e805087,special,images/WLX/045-9f03123e9c55.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/045-9f03123e9c55.jpg,9f03123e9c55600062e658f366ff5a39610f970f0f1d64925d67ffdf5c09c9c1,2976x4152
Will,official,Far Traveler,,WLX,046,5b696be6-269d-58da-af6c-8c25a721ddaf,special,images/WLX/046-f6b6aabdc337.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/046-f6b6aabdc337.jpg,f6b6aabdc337965f33dccbe1cd55eb99d77bef7e7835934aba0de03406ef393c,2976x4152
Will,official,Fate Unraveler,,WLX,047,b8daceae-a60b-5a42-a9de-82e10f843f72,special,images/WLX/047-8c34b8e7eb4b.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/047-8c34b8e7eb4b.jpg,8c34b8e7eb4b3493d7c5febc68d3391bf75a52a002df1f7ed925cdd939d5d1ac,2976x4152
Will,official,Fellwar Stone,,WLX,048,144cc22a-c717-5a8e-adf6-c5d3840fab62,special,images/WLX/048-827a0530e874.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/048-827a0530e874.jpg,827a0530e87419e2a66b79a44ef258bba2185306d29ec627e10c57ce04d3722d,2976x4152
Will,official,Flamebraider,,WLX,049,616bc982-15b9-53c2-a282-d6f707614aa2,special,images/WLX/049-41ade7bc5beb.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/049-41ade7bc5beb.jpg,41ade7bc5bebf5d76265a5187ea8fcb2ce6ecbc7ff711b7e04be26431bec8a00,2976x4152
Will,official,Flamekin Harbinger,,WLX,050,2070fbf2-49d6-5195-8a31-b13801fb88bf,special,images/WLX/050-604c0dbbb38f.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/050-604c0dbbb38f.jpg,604c0dbbb38fcf630db636f84d7fe142f9dace3cc5a6e139f105b214d08d1441,2976x4152
Will,official,Fog,,WLX,051,a583faa6-1a11-5b52-a4fe-99be1b4bb081,special,images/WLX/051-2320380b04fe.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/051-2320380b04fe.jpg,2320380b04fe869a7a1d69591aa5097173fc0ceddeb70168f47d9e2ac3ab096e,2976x4152
Will,official,Forerunner of the Empire,,WLX,052,e97dae0c-ca31-5f03-8daf-d6bd6db09af1,special,images/WLX/052-0c1f33817c5f.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/052-0c1f33817c5f.jpg,0c1f33817c5f7520489ef7d4f034c5612771a4de45472e137326b39a1e64fe62,2976x4152
Will,official,Foundation Breaker,,WLX,053,6280c507-c9df-5a1f-8d5b-9aba3218d059,special,images/WLX/053-e013a2f521b3.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/053-e013a2f521b3.jpg,e013a2f521b382f6e120b9bdcf84f56c3069cc373c17e1c30f70fe884abf6323,2976x4152
Will,official,Fury Storm,,WLX,054,43ae2ed9-3c33-51b4-ade2-5e4e8325bed0,special,images/WLX/054-438917d18be3.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/054-438917d18be3.jpg,438917d18be39832470cd687f8ec23237d162cb2d89a3641fea74a1fecfb69bf,2976x4152
Will,official,"Garnet, Princess of Alexandria",,WLX,055,7070b163-d2ee-5dac-8eed-f9956a69ef0a,special,images/WLX/055-4877c0be6c23.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/055-4877c0be6c23.jpg,4877c0be6c235b723e0f31060cf5fe0a19f71f0ffe4ede491735237fbdb1e768,2976x4152
Will,official,Ghostfire Slice,,WLX,056,9c6ab1e3-ba45-5fc2-b73c-9cb63b24fe4f,special,images/WLX/056-e0d1ec0e41e7.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/056-e0d1ec0e41e7.jpg,e0d1ec0e41e7f2fd751bd92c2e8fcd80e32abb083b582a3d95a53704f28c0a7f,2976x4152
Will,official,"Ghyrson Starn, Kelermorph",,WLX,057,c4e7832a-1859-5ee9-a17b-639fea1fb08c,special,images/WLX/057-0bdbc2fc04c3.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/057-0bdbc2fc04c3.jpg,0bdbc2fc04c362bfe8ce988e7f862170d78c4447df3ac508f2d7a19dc97be19b,2976x4152
Will,official,Gleeful Arsonist,,WLX,058,614cc94a-c024-5782-974b-bb09dc1cb17c,special,images/WLX/058-952eff0fa504.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/058-952eff0fa504.jpg,952eff0fa504820ff03750033d32f6b64581a015ae9dc9d4175131fa52d38a58,2976x4152
Will,official,Grave Sifter,,WLX,059,dea95354-aa40-5c12-a3e6-58b08b5413f7,special,images/WLX/059-3a61c2a5588a.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/059-3a61c2a5588a.jpg,3a61c2a5588a7948a2b718d944416b08c845cb0b1983f421b81e0aa33bb973a4,2976x4152
Will,official,Greenwarden of Murasa,,WLX,060,3526a2e2-a5a9-5dba-b6a3-2c06865e6fa2,special,images/WLX/060-dfa5e21a15b9.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/060-dfa5e21a15b9.jpg,dfa5e21a15b9cd2f24a55c36417a4be84f8b4305c597bd50f078e398849d86f0,2976x4152
Will,official,Harsh Mentor,,WLX,061,be0db812-1b44-5561-9922-7a9f224fb268,special,images/WLX/061-f8df8a0340c2.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/061-f8df8a0340c2.jpg,f8df8a0340c2831ac51895e62c8b283f09665a81eeac6f34c197b9c2ed3a8948,2976x4152
Will,official,High Perfect Morcant,,WLX,062,06d29152-c0f5-5309-be2a-cae3fcf16349,special,images/WLX/062-41acef0f1d2b.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/062-41acef0f1d2b.jpg,41acef0f1d2bf27ea6f34e07660640261f71e02ab8870444bd3d551091d61cbc,2976x4152
Will,official,Hulking Raptor,,WLX,063,2fc761a1-39ea-5dcc-8d2b-73e6396a958c,special,images/WLX/063-f7c114a3c463.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/063-f7c114a3c463.jpg,f7c114a3c463ab371e982e265e19629ea153a5fc8c90ce7546511017a4b65d1a,2976x4152
Will,official,Illuminor Szeras,,WLX,064,e456c526-5ad3-58ed-9fb0-92205006345c,special,images/WLX/064-3a94ea360321.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/064-3a94ea360321.jpg,3a94ea3603213c40e3e7e3003976b9f9323a7647c82d624168d094292d52d39f,2976x4152
Will,official,Incandescent Soulstoke,,WLX,065,fb081480-9bfe-5634-b844-c19ad837aab0,special,images/WLX/065-7ae1248dc093.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/065-7ae1248dc093.jpg,7ae1248dc0939cfa6f8ba3faab37751021b3cf0fa7267f26d0ab335b0a3c2ca9,2976x4152
Will,official,Ingot Chewer,,WLX,066,4e95ce46-e64d-5f57-a02f-13bb86b7f466,special,images/WLX/066-9fa3405d987d.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/066-9fa3405d987d.jpg,9fa3405d987d4fd60ab7ad24825999677741853bb6e8187b50b6e1a198471d6f,2976x4152
Will,official,"Kardur, Doomscourge",,WLX,067,4bbaf1b3-df61-5ff6-ac6d-15388e6277b2,special,images/WLX/067-2208f705bd96.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/067-2208f705bd96.jpg,2208f705bd963a17c86fd09b4c414312cf8e05465d29d8af72aaf2f1e887e0e2,2976x4152
Will,official,Kederekt Parasite,,WLX,068,9a591606-7ab0-58a5-8277-d5d2acd9d2b5,special,images/WLX/068-a32ce59d9c5c.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/068-a32ce59d9c5c.jpg,a32ce59d9c5c6a0abfdab734f1044b730b3b4b821638cd81a6f6381466b78671,2976x4152
Will,official,Lae'zel's Acrobatics,,WLX,069,d1fa16b2-9aea-5e06-a12e-0e69d7ae8a03,special,images/WLX/069-a6c4f8bc3178.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/069-a6c4f8bc3178.jpg,a6c4f8bc3178806e5b94406b5369006f75c8416bc46ae23d2e0bb1d42b4408fd,2976x4152
Will,official,Lavaspur Boots,,WLX,070,7164d953-2749-5d27-afc9-efe188d87515,special,images/WLX/070-70413822a3b9.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/070-70413822a3b9.jpg,70413822a3b9b3780afdcaf1efe55f067d97b5e217cb44a1d1a3fc97f60d0d87,2976x4152
Will,official,Library of Leng,,WLX,071,d8f4bece-b2a4-52a3-9cee-fa3d4e6cc66c,special,images/WLX/071-5d499a19353d.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/071-5d499a19353d.jpg,5d499a19353d85a1c55ee5b722867a85b4e018209d268e8c7d4df94c34808468,2976x4152
Will,official,Lurking Predators,,WLX,072,b4ac4c7c-c4cd-5c9e-af56-5084a856ffff,special,images/WLX/072-81ea920e3d34.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/072-81ea920e3d34.jpg,81ea920e3d34eb16e06eaa8bbdf6e127ede782269c06dc6685d568650343daa3,2976x4152
Will,official,Maelstrom Wanderer,,WLX,073,532b91f7-c827-52fd-acba-31fc045fa15d,special,images/WLX/073-579608745317.jpg,https://raw.githubusercontent.com/seventyfourpandas-cyber/Faithful-Cockatrice-Pod-Arts/main/WLX/published/images/WLX/073-579608745317.jpg,57960874531742665ad56670cf8d334baf255394a1f2954cc4d42d3260b45859,2976x4152
